entry_time,exit_time,entry_price,exit_price,pnl,symbol,side,quantity
2023-06-27 10:30:00,2023-06-28 11:30:00,4847.98,4790.25,-57.73,ES,long,1
2023-06-28 11:30:00,2023-06-28 16:30:00,4827.56,4868.96,41.4,ES,long,1
2023-07-01 10:30:00,2023-07-02 09:30:00,4848.25,5017.34,169.09,ES,long,1
2023-07-04 10:30:00,2023-07-05 09:30:00,4810.63,4860.97,50.34,ES,long,1
2023-07-05 11:30:00,2023-07-05 21:30:00,4862.77,4954.15,91.38,ES,long,1
2023-07-08 09:30:00,2023-07-08 12:30:00,4875.77,4847.17,-28.6,ES,long,1
2023-07-11 10:30:00,2023-07-11 18:30:00,4855.57,4978.3,122.73,ES,long,1
2023-07-15 10:30:00,2023-07-16 02:30:00,4895.76,4989.71,93.95,ES,long,1
2023-07-17 10:30:00,2023-07-18 01:30:00,4910.14,4952.51,42.37,ES,long,1
2023-07-18 10:30:00,2023-07-19 02:30:00,4901.35,4932.16,30.81,ES,long,1
2023-07-20 14:30:00,2023-07-21 07:30:00,4924.04,5083.0,158.96,ES,long,1
2023-07-22 11:30:00,2023-07-22 18:30:00,4860.57,4915.73,55.16,ES,long,1
2023-07-26 10:30:00,2023-07-27 14:30:00,4896.72,4974.16,77.44,ES,long,1
2023-07-29 09:30:00,2023-07-30 01:30:00,4885.11,4852.75,-32.36,ES,long,1
2023-08-01 09:30:00,2023-08-01 19:30:00,4896.52,4861.14,-35.38,ES,long,1
2023-08-04 10:30:00,2023-08-05 01:30:00,4892.53,4845.98,-46.55,ES,long,1
2023-08-08 10:30:00,2023-08-09 09:30:00,4938.99,4895.11,-43.88,ES,long,1
2023-08-12 10:30:00,2023-08-13 08:30:00,4962.29,4999.53,37.24,ES,long,1
2023-08-15 12:30:00,2023-08-15 18:30:00,4913.67,4858.35,-55.32,ES,long,1
2023-08-18 10:30:00,2023-08-19 14:30:00,4925.12,5023.24,98.12,ES,long,1
2023-08-19 10:30:00,2023-08-20 15:30:00,4934.99,4911.23,-23.76,ES,long,1
2023-08-21 10:30:00,2023-08-22 10:30:00,4946.26,4897.86,-48.4,ES,long,1
2023-08-22 10:30:00,2023-08-23 00:30:00,4967.58,5128.51,160.93,ES,long,1
2023-08-25 10:30:00,2023-08-25 21:30:00,5023.94,5000.43,-23.51,ES,long,1
2023-08-27 10:30:00,2023-08-28 09:30:00,5128.92,5169.2,40.28,ES,long,1
2023-08-30 10:30:00,2023-08-31 14:30:00,5138.72,5076.58,-62.14,ES,long,1
2023-09-01 10:30:00,2023-09-02 02:30:00,5090.34,5046.17,-44.17,ES,long,1
2023-09-03 10:30:00,2023-09-04 03:30:00,5072.97,5047.2,-25.77,ES,long,1
2023-09-04 12:30:00,2023-09-05 07:30:00,5042.44,5021.3,-21.14,ES,long,1
2023-09-06 10:30:00,2023-09-06 18:30:00,5043.52,5133.32,89.8,ES,long,1
2023-09-09 09:30:00,2023-09-09 23:30:00,5020.33,4979.02,-41.31,ES,long,1
2023-09-11 09:30:00,2023-09-12 09:30:00,5083.51,5048.11,-35.4,ES,long,1
2023-09-13 10:30:00,2023-09-14 06:30:00,5055.9,5026.27,-29.63,ES,long,1
2023-09-15 10:30:00,2023-09-15 23:30:00,5057.02,5012.45,-44.57,ES,long,1
2023-09-16 09:30:00,2023-09-17 08:30:00,5098.83,5059.64,-39.19,ES,long,1
2023-09-19 12:30:00,2023-09-20 00:30:00,5128.46,5084.02,-44.44,ES,long,1
2023-09-22 12:30:00,2023-09-23 09:30:00,5135.0,5240.4,105.4,ES,long,1
2023-09-24 10:30:00,2023-09-25 04:30:00,5107.55,5061.67,-45.88,ES,long,1
2023-09-25 10:30:00,2023-09-26 04:30:00,5081.13,5149.96,68.83,ES,long,1
2023-09-28 10:30:00,2023-09-28 20:30:00,5044.7,5157.55,112.85,ES,long,1
2023-10-01 10:30:00,2023-10-01 22:30:00,5034.8,5015.48,-19.32,ES,long,1
2023-10-04 10:30:00,2023-10-04 22:30:00,5039.82,5201.4,161.58,ES,long,1
2023-10-07 10:30:00,2023-10-08 07:30:00,5002.04,5123.47,121.43,ES,long,1
2023-10-11 10:30:00,2023-10-11 23:30:00,4966.58,4912.87,-53.71,ES,long,1
2023-10-14 14:30:00,2023-10-15 13:30:00,4857.53,4829.73,-27.8,ES,long,1
2023-10-16 10:30:00,2023-10-16 17:30:00,4818.55,4866.53,47.98,ES,long,1
2023-10-18 10:30:00,2023-10-18 13:30:00,4874.87,4838.25,-36.62,ES,long,1
2023-10-19 10:30:00,2023-10-19 13:30:00,4803.94,4780.13,-23.81,ES,long,1
2023-10-21 10:30:00,2023-10-21 22:30:00,4803.21,4757.56,-45.65,ES,long,1
2023-10-22 10:30:00,2023-10-23 02:30:00,4855.69,4787.69,-68.0,ES,long,1
2023-10-24 10:30:00,2023-10-24 20:30:00,4856.08,4926.61,70.53,ES,long,1
2023-10-27 10:30:00,2023-10-27 23:30:00,4818.46,4788.28,-30.18,ES,long,1
2023-10-28 15:30:00,2023-10-28 20:30:00,4814.3,4893.21,78.91,ES,long,1
2023-10-31 10:30:00,2023-11-01 13:30:00,4796.05,4777.03,-19.02,ES,long,1
2023-11-02 10:30:00,2023-11-03 09:30:00,4801.5,4923.5,122.0,ES,long,1
2023-11-03 09:30:00,2023-11-04 00:30:00,4724.67,4759.08,34.41,ES,long,1
2023-11-05 14:30:00,2023-11-05 19:30:00,4711.47,4765.62,54.15,ES,long,1
2023-11-08 10:30:00,2023-11-09 14:30:00,4693.46,4727.88,34.42,ES,long,1
2023-11-12 10:30:00,2023-11-13 01:30:00,4701.66,4739.57,37.91,ES,long,1
2023-11-15 10:30:00,2023-11-16 10:30:00,4641.87,4702.1,60.23,ES,long,1
2023-11-18 15:30:00,2023-11-19 04:30:00,4658.89,4627.28,-31.61,ES,long,1
2023-11-20 10:30:00,2023-11-21 13:30:00,4677.73,4659.53,-18.2,ES,long,1
2023-11-24 10:30:00,2023-11-25 04:30:00,4724.3,4682.01,-42.29,ES,long,1
2023-11-25 10:30:00,2023-11-26 12:30:00,4762.76,4801.07,38.31,ES,long,1
2023-11-28 10:30:00,2023-11-29 11:30:00,4708.76,4657.87,-50.89,ES,long,1
2023-12-01 10:30:00,2023-12-02 06:30:00,4697.62,4677.49,-20.13,ES,long,1
2023-12-04 10:30:00,2023-12-05 05:30:00,4696.55,4741.46,44.91,ES,long,1
2023-12-06 10:30:00,2023-12-07 08:30:00,4715.35,4691.48,-23.87,ES,long,1
2023-12-10 10:30:00,2023-12-11 09:30:00,4689.05,4720.98,31.93,ES,long,1
2023-12-12 10:30:00,2023-12-12 17:30:00,4732.03,4787.82,55.79,ES,long,1
2023-12-13 10:30:00,2023-12-13 19:30:00,4696.92,4635.74,-61.18,ES,long,1
2023-12-14 10:30:00,2023-12-14 23:30:00,4711.33,4858.17,146.84,ES,long,1
2023-12-15 09:30:00,2023-12-15 14:30:00,4681.58,4601.93,-79.65,ES,long,1
2023-12-16 10:30:00,2023-12-16 19:30:00,4698.66,4668.63,-30.03,ES,long,1
2023-12-18 10:30:00,2023-12-18 15:30:00,4597.72,4581.98,-15.74,ES,long,1
2023-12-20 10:30:00,2023-12-20 12:30:00,4663.03,4616.98,-46.05,ES,long,1
2023-12-21 10:30:00,2023-12-21 19:30:00,4695.18,4667.0,-28.18,ES,long,1
2023-12-23 10:30:00,2023-12-24 05:30:00,4771.53,4754.75,-16.78,ES,long,1
2023-12-26 10:30:00,2023-12-27 09:30:00,4825.66,4812.75,-12.91,ES,long,1
2023-12-28 15:30:00,2023-12-29 13:30:00,4821.37,4803.43,-17.94,ES,long,1
2023-12-30 10:30:00,2023-12-31 14:30:00,4766.05,4726.6,-39.45,ES,long,1
2024-01-01 15:30:00,2024-01-02 00:30:00,4710.86,4667.71,-43.15,ES,long,1
2024-01-03 12:30:00,2024-01-03 22:30:00,4695.77,4795.8,100.03,ES,long,1
2024-01-06 10:30:00,2024-01-06 19:30:00,4664.34,4752.13,87.79,ES,long,1
2024-01-08 12:30:00,2024-01-08 20:30:00,4692.34,4672.54,-19.8,ES,long,1
2024-01-09 11:30:00,2024-01-10 05:30:00,4681.97,4642.5,-39.47,ES,long,1
2024-01-12 14:30:00,2024-01-13 14:30:00,4730.15,4914.85,184.7,ES,long,1
2024-01-16 10:30:00,2024-01-17 12:30:00,4741.27,4876.61,135.34,ES,long,1
2024-01-18 10:30:00,2024-01-19 09:30:00,4748.54,4808.15,59.61,ES,long,1
2024-01-20 10:30:00,2024-01-21 01:30:00,4696.81,4664.85,-31.96,ES,long,1
2024-01-22 09:30:00,2024-01-22 12:30:00,4707.62,4778.96,71.34,ES,long,1
2024-01-23 10:30:00,2024-01-24 03:30:00,4676.92,4654.07,-22.85,ES,long,1
2024-01-26 12:30:00,2024-01-26 23:30:00,4678.72,4644.54,-34.18,ES,long,1
2024-01-27 11:30:00,2024-01-28 11:30:00,4707.74,4647.87,-59.87,ES,long,1
2024-01-30 12:30:00,2024-01-31 03:30:00,4805.94,4900.84,94.9,ES,long,1
2024-02-01 10:30:00,2024-02-01 15:30:00,4887.93,4868.92,-19.01,ES,long,1
2024-02-03 09:30:00,2024-02-03 18:30:00,4910.18,4985.17,74.99,ES,long,1
2024-02-04 15:30:00,2024-02-05 08:30:00,4980.28,5047.9,67.62,ES,long,1
2024-02-07 10:30:00,2024-02-07 14:30:00,4954.63,5027.27,72.64,ES,long,1
2024-02-08 10:30:00,2024-02-09 13:30:00,4984.65,5036.54,51.89,ES,long,1
2024-02-10 15:30:00,2024-02-11 06:30:00,4958.08,4936.17,-21.91,ES,long,1
2024-02-11 10:30:00,2024-02-12 01:30:00,4869.45,4820.94,-48.51,ES,long,1
2024-02-14 10:30:00,2024-02-14 15:30:00,4949.49,4979.07,29.58,ES,long,1
2024-02-17 14:30:00,2024-02-17 19:30:00,4904.67,4877.61,-27.06,ES,long,1
2024-02-19 10:30:00,2024-02-19 12:30:00,4921.06,4863.75,-57.31,ES,long,1
2024-02-21 10:30:00,2024-02-22 06:30:00,4911.66,4897.47,-14.19,ES,long,1
2024-02-22 10:30:00,2024-02-22 19:30:00,4848.49,4878.56,30.07,ES,long,1
2024-02-24 10:30:00,2024-02-25 01:30:00,4902.67,4980.08,77.41,ES,long,1
2024-02-26 10:30:00,2024-02-26 12:30:00,4903.41,4936.23,32.82,ES,long,1
2024-02-27 10:30:00,2024-02-27 23:30:00,4889.28,4874.77,-14.51,ES,long,1
2024-02-29 10:30:00,2024-03-01 13:30:00,4981.41,5014.28,32.87,ES,long,1
2024-03-02 12:30:00,2024-03-02 17:30:00,5012.62,5118.58,105.96,ES,long,1
2024-03-05 10:30:00,2024-03-05 16:30:00,5026.45,5010.79,-15.66,ES,long,1
2024-03-07 10:30:00,2024-03-08 15:30:00,5032.79,5005.19,-27.6,ES,long,1
2024-03-11 10:30:00,2024-03-11 14:30:00,5008.83,5073.87,65.04,ES,long,1
2024-03-14 10:30:00,2024-03-14 12:30:00,5067.74,5008.52,-59.22,ES,long,1
2024-03-16 15:30:00,2024-03-17 08:30:00,5043.8,5015.61,-28.19,ES,long,1
2024-03-19 10:30:00,2024-03-20 07:30:00,5031.88,4974.95,-56.93,ES,long,1
2024-03-21 10:30:00,2024-03-21 23:30:00,5047.46,4987.85,-59.61,ES,long,1
2024-03-23 15:30:00,2024-03-24 00:30:00,5019.96,4980.38,-39.58,ES,long,1
2024-03-26 09:30:00,2024-03-26 21:30:00,4997.06,4925.74,-71.32,ES,long,1
2024-03-28 10:30:00,2024-03-29 00:30:00,5014.32,5049.72,35.4,ES,long,1
2024-03-29 14:30:00,2024-03-29 17:30:00,5066.92,5042.17,-24.75,ES,long,1
2024-03-31 10:30:00,2024-04-01 10:30:00,5010.92,5050.44,39.52,ES,long,1
2024-04-02 11:30:00,2024-04-02 21:30:00,4959.46,4898.44,-61.02,ES,long,1
2024-04-04 10:30:00,2024-04-05 05:30:00,4894.63,4942.32,47.69,ES,long,1
2024-04-05 15:30:00,2024-04-06 14:30:00,4901.18,4974.06,72.88,ES,long,1
2024-04-08 14:30:00,2024-04-09 03:30:00,4902.61,4861.24,-41.37,ES,long,1
2024-04-11 10:30:00,2024-04-12 05:30:00,4887.33,4850.13,-37.2,ES,long,1
2024-04-12 10:30:00,2024-04-12 14:30:00,4871.32,4858.43,-12.89,ES,long,1
2024-04-15 11:30:00,2024-04-15 18:30:00,4855.71,4780.7,-75.01,ES,long,1
2024-04-16 10:30:00,2024-04-17 15:30:00,4864.38,4846.81,-17.57,ES,long,1
2024-04-19 10:30:00,2024-04-20 04:30:00,4898.37,4869.69,-28.68,ES,long,1
2024-04-22 10:30:00,2024-04-22 12:30:00,4926.05,4994.58,68.53,ES,long,1
2024-04-25 09:30:00,2024-04-25 16:30:00,4986.08,5029.49,43.41,ES,long,1
2024-04-26 10:30:00,2024-04-27 13:30:00,5026.49,5096.6,70.11,ES,long,1
2024-04-29 10:30:00,2024-04-29 12:30:00,5060.36,5123.44,63.08,ES,long,1
2024-04-30 10:30:00,2024-05-01 05:30:00,5112.4,5174.64,62.24,ES,long,1
2024-05-03 10:30:00,2024-05-03 18:30:00,5116.09,5151.76,35.67,ES,long,1
2024-05-04 10:30:00,2024-05-04 14:30:00,5152.43,5257.51,105.08,ES,long,1
2024-05-06 10:30:00,2024-05-06 21:30:00,5187.39,5233.14,45.75,ES,long,1
2024-05-07 12:30:00,2024-05-08 05:30:00,5152.02,5136.69,-15.33,ES,long,1
2024-05-08 10:30:00,2024-05-09 04:30:00,5137.09,5115.87,-21.22,ES,long,1
2024-05-10 10:30:00,2024-05-11 02:30:00,5134.74,5242.65,107.91,ES,long,1
2024-05-11 14:30:00,2024-05-11 19:30:00,5098.1,5078.87,-19.23,ES,long,1
2024-05-13 10:30:00,2024-05-14 00:30:00,5108.61,5210.82,102.21,ES,long,1
2024-05-15 10:30:00,2024-05-16 15:30:00,5194.32,5237.66,43.34,ES,long,1
2024-05-18 10:30:00,2024-05-18 20:30:00,5201.68,5143.25,-58.43,ES,long,1
2024-05-21 14:30:00,2024-05-21 21:30:00,5202.76,5148.5,-54.26,ES,long,1
2024-05-24 10:30:00,2024-05-25 13:30:00,5217.42,5296.94,79.52,ES,long,1
2024-05-26 11:30:00,2024-05-27 03:30:00,5198.77,5376.14,177.37,ES,long,1
2024-05-29 10:30:00,2024-05-30 04:30:00,5208.06,5240.85,32.79,ES,long,1
2024-06-01 10:30:00,2024-06-02 00:30:00,5181.74,5164.08,-17.66,ES,long,1
2024-06-04 10:30:00,2024-06-05 11:30:00,5234.26,5203.08,-31.18,ES,long,1
2024-06-05 12:30:00,2024-06-05 19:30:00,5233.34,5182.33,-51.01,ES,long,1
2024-06-09 10:30:00,2024-06-09 17:30:00,5286.39,5261.58,-24.81,ES,long,1
2024-06-10 10:30:00,2024-06-10 13:30:00,5262.3,5315.15,52.85,ES,long,1
2024-06-12 10:30:00,2024-06-12 19:30:00,5244.74,5277.43,32.69,ES,long,1
2024-06-15 10:30:00,2024-06-16 02:30:00,5230.01,5335.94,105.93,ES,long,1
2024-06-17 10:30:00,2024-06-18 13:30:00,5283.44,5253.77,-29.67,ES,long,1
2024-06-20 10:30:00,2024-06-21 12:30:00,5320.78,5371.05,50.27,ES,long,1
2024-06-23 10:30:00,2024-06-24 08:30:00,5240.78,5336.6,95.82,ES,long,1
2024-06-25 10:30:00,2024-06-25 13:30:00,5274.81,5260.68,-14.13,ES,long,1
2024-06-28 10:30:00,2024-06-28 21:30:00,5274.69,5374.6,99.91,ES,long,1
2024-06-29 10:30:00,2024-06-29 14:30:00,5234.22,5193.46,-40.76,ES,long,1
2024-06-30 13:30:00,2024-07-01 15:30:00,5253.02,5213.68,-39.34,ES,long,1
2024-07-02 14:30:00,2024-07-02 21:30:00,5255.05,5228.15,-26.9,ES,long,1
2024-07-05 10:30:00,2024-07-05 17:30:00,5302.25,5289.71,-12.54,ES,long,1
2024-07-07 10:30:00,2024-07-07 15:30:00,5350.33,5328.09,-22.24,ES,long,1
2024-07-10 10:30:00,2024-07-10 12:30:00,5357.08,5448.11,91.03,ES,long,1
